TSid,dataSetName,variableName,spreadsheetKey,worksheetKey
LPD977ac5a7,NAm-ak19,year,,
LPDdd4977d4,NAm-ak6,year,,
LPD52e9897a,NAm-az510,year,,
LPD7b8f3111,NAm-az553,year,,
LPD676b9cef,NAm-az554,year,,
LPD32a187d8,NAm-az555,year,,
LPD6ab85274,NAm-ca073,year,,
LPD0b47a6b6,NAm-ca520,year,,
LPDaa705743,NAm-ca528,year,,
LPDc7e6c6cb,NAm-ca529,year,,
LPD63cf5a7d,NAm-ca530,year,,
LPDc2df8e72,NAm-ca533,year,,
LPD36bdc571,NAm-ca534,year,,
LPD12a83820,NAm-ca556,year,,
LPDd7ea7cdf,NAm-ca557,year,,
LPD0d9f88c3,NAm-ca558,year,,
LPD8e7db74a,NAm-ca560,year,,
LPD19abefc7,NAm-ca603,year,,
LPDe702d8d3,NAm-ca605,year,,
LPD79096083,NAm-ca606,year,,
LPD23230947,NAm-ca609,year,,
LPDa87728dd,NAm-ca629,year,,
LPD437973f1,NAm-ca630,year,,
LPD122970eb,NAm-ca631,year,,
LPDb1defdc8,NAm-ca632,year,,
LPD3620e555,NAm-ca636,year,,
LPD7a0d7d57,NAm-ca637,year,,
LPD03a5e2f7,NAm-ca638,year,,
LPDbf477bc1,NAm-ca640,year,,
LPD3608523e,NAm-cana002,year,,
LPDa7e1bb73,NAm-cana009,year,,
LPD9523e140,NAm-cana029,year,,
LPD70e31571,NAm-cana030,year,,
LPDf551508b,NAm-cana053,year,,
LPD911ce71d,NAm-cana060,year,,
LPD54b00a98,NAm-cana062,year,,
LPDbbc4a761,NAm-cana063,year,,
LPDc59b1278,NAm-cana082,year,,
LPDecb011cf,NAm-cana090,year,,
LPDa2b1195a,NAm-cana091,year,,
LPDb7b3bfd1,NAm-cana092,year,,
LPD66a9c631,NAm-cana094,year,,
LPDc3673982,NAm-cana095,year,,
LPDc1447161,NAm-cana096,year,,
LPD1c49f7ab,NAm-cana097,year,,
LPD7a1e34c8,NAm-cana098,year,,
LPDc640a779,NAm-cana106,year,,
LPD15ca2210,NAm-cana110,year,,
LPD7ab71922,NAm-cana111,year,,
LPD12235534,NAm-cana112,year,,
LPDea7331eb,NAm-cana113,year,,
LPD7529f246,NAm-cana138,year,,
LPD1a6f6926,NAm-cana138,year,,
LPD2bd5a57d,NAm-cana151,year,,
LPD9557767b,NAm-cana153,year,,
LPD772045af,NAm-cana155,year,,
LPDe74bbbb1,NAm-cana157,year,,
LPDa731d22a,NAm-cana169,year,,
LPDe8a2f7a0,NAm-cana170,year,,
LPDcb285767,NAm-cana171,year,,
LPD340eae2e,NAm-cana172,year,,
LPDc774b31c,NAm-cana173,year,,
LPDab976c5c,NAm-cana175,year,,
LPDcd89f71d,NAm-cana210,year,,
LPD96f3a962,NAm-cana225,year,,
LPD073b6db7,NAm-cana228,year,,
LPD3f4e3619,NAm-cana230,year,,
LPD30b5a690,NAm-cana231,year,,
LPDecbc6977,NAm-cana234,year,,
LPD4473cf07,NAm-cana237,year,,
LPD1cf1e0ac,NAm-cana238,year,,
LPD7ee92330,NAm-cana308,year,,
LPD19e66ffa,NAm-cana313,year,,
LPDfc5a45a8,NAm-cana318,year,,
LPD69b77781,NAm-cana319,year,,
LPDbf6f5e77,NAm-cana321,year,,
LPD325bca0d,NAm-cana324,year,,
LPDec06ab34,NAm-cana351,year,,
LPDa8943dce,NAm-cana352,year,,
LPD13183e10,NAm-cana353,year,,
LPD7c53538e,NAm-cana354,year,,
LPD916087fc,NAm-cana355,year,,
LPD8e26eeb9,NAm-cana356,year,,
LPD5e2b9d6b,NAm-cana357,year,,
LPDd57f7596,NAm-cana358,year,,
LPDb78af5db,NAm-cana359,year,,
LPDf06a43b9,NAm-cana370,year,,
LPD9a0574bd,NAm-cana372,year,,
LPD4b2d276c,NAm-cana378,year,,
LPD88d67f0f,NAm-cana381,year,,
LPD3a7a69c0,NAm-cana382,year,,
LPD1fa36244,NAm-cana384,year,,
LPD5252e1e6,NAm-cana392,year,,
LPD05bc7ae0,NAm-cana393,year,,
LPD503bbd71,NAm-cana421,year,,
LPDec47fbd7,NAm-cana430,year,,
LPD874b8952,NAm-cana431,year,,
LPD86cca207,NAm-cana432,year,,
LPD5ef4ce9e,NAm-cana433,year,,
LPDf7b70798,NAm-cana434,year,,
LPD6edd69de,NAm-cana435,year,,
LPDa3a16aec,NAm-cana436,year,,
LPDde5c77cf,Ant-Vostok.Ekaykin.2014,year,1U-wNhsOfYesCl-ZUCfEWuzWms5ctUdd0b_9-SDUpr7Q,o5pq5nt
LPD1b364dfa,Arc-Lindholm2010Fennoscandia,year,1_o--aCKqP_8qOUXVlPI8FzNBfIB_5PbF9IRWbXENBn4,os6tnze
LPDaea76966,Arc-Lindholm2010Fennoscandia,year,1_o--aCKqP_8qOUXVlPI8FzNBfIB_5PbF9IRWbXENBn4,o5skkv5
LPD678e3578,Arc-Lindholm2010Fennoscandia,year,1_o--aCKqP_8qOUXVlPI8FzNBfIB_5PbF9IRWbXENBn4,obqd0ms
LPD47d17177,Arc-MackenzieDelta.Porter.2013,year,1TdHSi348FctSrHwylSyhBb09rGRrO658ZC1plWBXRrE,othggb9
LPDc377da65,Arc-MackenzieDelta.Porter.2013,year,1TdHSi348FctSrHwylSyhBb09rGRrO658ZC1plWBXRrE,o27nrvr
LPD4f526bba,Arc-MackenzieDelta.Porter.2013,year,1TdHSi348FctSrHwylSyhBb09rGRrO658ZC1plWBXRrE,oq0r2ez
LPD06e59526,Asia-Guliya.Thompson.1997,year,1nj28yZEOHVGhsWL0Qi3J6jlSq61G26Mn-FJMXTR_Kk0,og64es9
LPDcfd1545f,Asia-Lake Qinghai,year,1W9ZqbJyX8G8rttNzTocwyy3lwXe3rw5_xbEkkMDkBaw,ocpicr6
LPD7bd2e1bb,Asia-ShihuaCave.Ming.2003,year,1NBma11jJSueoQkDS_YR6I8ffSXvF4YIfHYHYMQ4r5AU,o49n9zq
LPDb2787dac,Asia-SourthandMid.Demezhko.2014,year,1PGEOPE3kE1QIQ8doxRXkTKEIb4OZCYHxNrNEAnp2eME,oap5lrh
LPD7f1748a3,Aus-Barr_VicCraterLakes,year,1291dt_5d_9yTEuVMNTFaDsfkwjkF_pJF1q98FHmHcso,ostgqi9
LPD95d21f22,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,o25lw6m
LPD217adcb8,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,ovm8zw4
LPDbf85c437,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,o7elg78
LPD99224b6d,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,op3tc9p
LPDe607b583,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,oeqvs47
LPDe87311cc,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,olms4t1
LPD3eaaf078,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,oyvr52w
LPD71a07b89,Aus-Gouramanis_BlueLake,year,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,o5pr384
LPD39616449,Aus-Gouramanis_BlueLake,age,16RczIcwfptbD4atvHQgJ9p8yzMJudkvjMl2MNVVizmM,o5pr384
LPD873dd49c,Aus-Griffiths_LiangLuar,year,1XFSM87CkUhaqL8eTaaY1Rb46ZtRRUht7K2jBs0FkM2w,obu2p1b
LPDfe62c126,Aus-Griffiths_LiangLuar,age,1XFSM87CkUhaqL8eTaaY1Rb46ZtRRUht7K2jBs0FkM2w,obu2p1b
LPDd77e70c9,Aus-Griffiths_LiangLuar,year,1XFSM87CkUhaqL8eTaaY1Rb46ZtRRUht7K2jBs0FkM2w,oyuxlft
LPD84483024,Aus-Griffiths_LiangLuar,age,1XFSM87CkUhaqL8eTaaY1Rb46ZtRRUht7K2jBs0FkM2w,oyuxlft
LPD39dccbdc,Aus-Griffiths_LiangLuard18O,year,1Tw33ph8XKaecSzuF7FbuZ3Qchlv3zuHpHcmrW9Q7Nus,ocg1smc
LPD3f1a3453,Aus-Griffiths_LiangLuard18O,age,1Tw33ph8XKaecSzuF7FbuZ3Qchlv3zuHpHcmrW9Q7Nus,ocg1smc
LPD8f679b6d,Aus-Kemp_Wimmera,year,1nleERQ9EGZYdyYBHtbaAEMZeAH1Iqx6XfpAARukIlWE,o1vftzy
LPDeb4c289a,Aus-Kemp_Wimmera,age,1nleERQ9EGZYdyYBHtbaAEMZeAH1Iqx6XfpAARukIlWE,o1vftzy
LPD6be02d76,Aus-Kemp_Wimmera,year,1nleERQ9EGZYdyYBHtbaAEMZeAH1Iqx6XfpAARukIlWE,ou0i88w
LPDfbf31687,Aus-Kemp_Wimmera,age,1nleERQ9EGZYdyYBHtbaAEMZeAH1Iqx6XfpAARukIlWE,ou0i88w
LPDf86f4afa,Aus-Kemp_WimmeraLakes,year,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,oa55h16
LPD570e65f7,Aus-Kemp_WimmeraLakes,age,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,oa55h16
LPD41721746,Aus-Kemp_WimmeraLakes,year,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,o8anvv3
LPDbd5ff3c9,Aus-Kemp_WimmeraLakes,year,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,orayoay
LPDe9ab6408,Aus-Kemp_WimmeraLakes,age,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,orayoay
LPD94845aed,Aus-Kemp_WimmeraLakes,year,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,o6o2ty1
LPD36e4f92d,Aus-Kemp_WimmeraLakes,year,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,o74s49r
LPDa740369f,Aus-Kemp_WimmeraLakes,age,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,o74s49r
LPD3be82c81,Aus-Kemp_WimmeraLakes,year,1gsjSEqJsheX6skYIlfzrF5TGzod0L8oU9tL3fnvpkC8,og886o
LPDd91e00fa,Aus-Langton_KauBay,year,1bAEdbXlfd2PcpuCCFir0Dw9ZRf2lmnjUKutrAogMTqY,o8bec03
LPD68b0ba77,Aus-Langton_KauBay,year,1bAEdbXlfd2PcpuCCFir0Dw9ZRf2lmnjUKutrAogMTqY,o75hqeu
LPD526e3651,Aus-Langton_KauBay,age,1bAEdbXlfd2PcpuCCFir0Dw9ZRf2lmnjUKutrAogMTqY,o75hqeu
LPD8deb65ad,Aus-Marx_UpperRuinedHutBog,year,1PbAWdm5KViCfwGcTmsOwKopc4j30eLw4phWRmV49mf0,obwiqzs
LPDe1824e32,Aus-Marx_UpperSnowy,year,1d6ZjdYXUuUv0sTBeTohsTssftjMFlijwfDWhG50baEM,o1wwqmb
LPD756cda79,Aus-Moros_MurrayCanyon,year,1qLWh_Ize0PzpdETIqf0An4_KcdwNy6cQ3fS5MPkG35Y,o2ffney
LPD39a9562c,Aus-Moros_MurrayCanyon,year,1qLWh_Ize0PzpdETIqf0An4_KcdwNy6cQ3fS5MPkG35Y,oiuqh31
LPD86c4dcd6,Aus-Rodysill_LakeLogung,year,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,o8oqot3
LPD6d77af79,Aus-Rodysill_LakeLogung,age,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,o8oqot3
LPD7ed234b3,Aus-Rodysill_LakeLogung,year,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,oyy80n8
LPDfb2def77,Aus-Rodysill_LakeLogung,age,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,oyy80n8
LPD38728739,Aus-Rodysill_LakeLogung,year,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,oympkqg
LPD0575962e,Aus-Rodysill_LakeLogung,age,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,oympkqg
LPD9aabd826,Aus-Rodysill_LakeLogung,year,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,o8wiamw
LPDc25fc3f1,Aus-Rodysill_LakeLogung,age,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,o8wiamw
LPD766179f3,Aus-Rodysill_LakeLogung,year,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,ozis0e
LPD6443074d,Aus-Rodysill_LakeLogung,year,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,obtp9cz
LPD8ef72e9e,Aus-Rodysill_LakeLogung,age,1DC3MzTbpNvsZtik6MEvGzTorlCO6jYWpO32YiS1K_xw,obtp9cz
LPD791e91a6,Aus-Saunders_RebeccaLagoon,year,1hRXnZe_6dbcuFYNNhOa7tVwBLYUuYMmAmGtGdtYTg34,o3yua28
LPD1343ab77,Aus-Saunders_RebeccaLagoon,year,1hRXnZe_6dbcuFYNNhOa7tVwBLYUuYMmAmGtGdtYTg34,ohjoi48
LPD9f99e75f,Aus-Steinke_SundaIslands,year,10NaxD0H5ruHFmtqxDe2tCVy4g3ZiRN97aGw458dDTdM,o3vt2sp
LPD79ba314d,Aus-Steinke_SundaIslands,year,10NaxD0H5ruHFmtqxDe2tCVy4g3ZiRN97aGw458dDTdM,ovfhq1h
LPD777caa27,Aus-Steinke_SundaIslands,age,10NaxD0H5ruHFmtqxDe2tCVy4g3ZiRN97aGw458dDTdM,ovfhq1h
LPD8685c6b8,Aus-Takapari,year,18GQ7iE43IvpUeLMRYLcnc8DSS_kAzCnSeddkua8s4xQ,ollsogk
LPDbe8e3d17,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,osnbq1h
LPD0c323a35,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,ou4ml7t
LPDc8e0777d,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,ou4ml7t
LPD250fcb25,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,obbq0zv
LPD28c9a9bd,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,obbq0zv
LPD9372e157,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o4xb0x2
LPD8c73b2a9,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o4xb0x2
LPD33223f0f,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o7dslmt
LPD0f58de3a,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,ofjs2b3
LPDff13b018,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,ofjs2b3
LPDdf07dedd,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,of4zzel
LPDb182de2e,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,og7drkz
LPD664db7bf,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,og7drkz
LPD249cd611,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,owzxjl5
LPD6d3ca0ce,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,okozpei
LPD8d2bed43,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,opghfx3
LPD868f9f87,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o22z251
LPDcb701ca0,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o22z251
LPD7b13c2de,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o2oj7nb
LPD062710ef,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o68w1ou
LPD6913072f,Aus-Wilkins_Keilambete_Gnotuk,age,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,o68w1ou
LPD7fb77a0c,Aus-Wilkins_Keilambete_Gnotuk,year,1tZVTTEAUEavOxNAzBjtW_x18SPLVfVmFIx2yY1freZQ,ou3w3hg
LPDe0dcf3e9,NAm-STREC,year,1kwYxBopKox9Ts-CTgSIcYcsv8qAyJL3McG60ktHrXoU,ojittpz
LPD14bc173e,NAm-ak006,year,1u8cMpxN2v_AyIeMr2aunLa8m2QpZrwbm6z2DfMw-pxE,orbml90
LPD5d4d3b09,NAm-ak008,year,1A-bKS8e4R3WKYnESyJcqq-i8s9gObB3ma8vODeqan9s,o8pl729
LPD763c2803,NAm-ak009,year,12x0snQUONCHX4VYXys0P06RLDsoTm7ySeUnY1H3IyWI,okwovym
LPD8d2ba08f,NAm-ak010,year,1SeQZWMLwEE3RyMe2u3G6l0cYpTyUOGbllYA6ddybFw0,o8ngypb
LPD1b998771,NAm-ak074,year,1-_PBjEeDSOmY_w1ZhV_ZS3i_-h_67klPDNnibySgQKk,o6on0ax
LPD479ef1a9,NAm-ak075,year,1wi0NGpol0wJ8LNF0DmEg-wekkfDWrXmUiU33xFmXGTU,ov11w7q
LPD868af1c9,NAm-ak077,year,1nMxfzA9cSc7_bahIFdBhHcKsIco--POoY4h9nYQ4VBc,om2yr2r
LPDe1408c43,NAm-ak078,year,1EIsF5t78LPr_PgzIjqzPdJtupeXio5Oq3tOYNw7kxZ4,o5i8fqg
LPD57b86ef9,NAm-ak115,year,1ZpSNf11TFe6WH_IyjVvqk8ZZah_OCXAdRbWDwXj3alY,otro56y
LPD296f4b73,NAm-az553,year,1b7rU2NGSFIER9ucvh-9ab2hfwZNp7W3L5PD-E4X20lA,ok6wzfy
LPDa030ed26,NAm-az554,year,1_oTaV7M0l01wDt5or9gBdMGnt_OqJF_7fbe13mRVAr0,oj2xy
LPD27f4f53a,NAm-az555,year,1v0ona9mA4_fh66XAvdaFeOlVbsCWvYpXdAPv8eyx9qU,o7e2wgy
LPDf916230e,NAm-ca520,year,1RMAKCm74qsaOIQk4X4I3qWmfbtg_FnH0ObAuVXbp6_k,oxnalfs
LPDc6db9661,NAm-ca556,year,1eaALKUCAYZIRPKAw_KrJEcof5q-PRbHl6A46Psljjzo,ojknvdo
LPD57798c17,NAm-ca557,year,1lD_K2Vg47DWg4idT3j_9qOMc_rze2cQfs4x5bsi32U8,osmf9o2
LPD93907d87,NAm-ca558,year,1BxakyeEEoKuyo9eJgF95eR7KQdQWyOv3Clen5kwBX6Q,oht8xla
LPD20bc416d,NAm-ca560,year,1yp5R9Tw_TG0st4JFvErlviE9-07VPp3PtV1uR_0RU0M,o59bkmv
LPDdaff1a81,NAm-cana053,year,16W_Fy-5oC9Ussez5ubFAnQLrt_rj_BP_trfs7nwRJyA,o1e8ds0
LPDe8c14a29,NAm-cana060,year,1pRCGn1-8zizcMkHcWiDUwK4UMY7_i9SjepCdU3a4IfQ,okwwc7o
LPD6ca655e7,NAm-cana062,year,1RCYN0G4_HEly-86u1iybPsWcoHQSRX_NedZOdct8hck,oi25d6z
LPD77f3e05c,NAm-cana063,year,1gDEq11cPWJqfGfGwY-CiLhT7imxRd94wPo2seggHnYY,otgrdpf
LPD597099a5,NAm-cana082,year,1JoMflh3gVhTbHDWlY1T5CvVYJE2md36SLLBaJVlVShQ,onx9mzb
LPD8ae01abf,NAm-cana090,year,1eMQAz-QXjdCQB4WyozxTnCujCR3zhlxA-GByKcDtEwo,oz7qyhp
LPD26a6d42a,NAm-cana091,year,12UPTBh9_mebjSDtmfqczXytWNgq1FPRvDIaNqbhedNA,o9ykh5w
LPD3db7024d,NAm-cana092,year,1lTZy12isCiYL3uZBSVuoxuaEiCiwsexv65tSQCbF-Uw,ovciijq
LPD9547ee89,NAm-cana094,year,108Eet8woqzME7uASot20k6fbmYwCCKg0OOWuRePLMTY,owfxzzo
LPDb0707701,NAm-cana095,year,1x0tRS9SFCXy_URrCpVlJeIeA_zkpFVvSScZPdd0Guk0,oloz6cn
LPDe7662255,NAm-cana096,year,1o4Sy6k1IYm1XsbkvvSesRpHKdDtgwC73thDKgXBD6cI,oosjj2t
LPDc872eada,NAm-cana097,year,1HtGPWIYQbGJ7N878_pABn7LxE5QHidGL4gihjXNmC6Y,oji0v90
LPDff49b8d3,NAm-cana098,year,1bQ7kPSccFrbLfRsSNmkiYzz1PZWE4E0wd7adboDfmC4,ojrwor
LPD20278650,NAm-cana111,year,1L9CSpdcLhvm2MKaiA2wFqoF4PQVvsVy7GMvlzpP0ezg,oslqiae
LPDc974cdd7,NAm-cana112,year,1nYdpcRc27PQLeWveKMwStp1_RecvJFYhImbKf1uUQko,oucje8s
LPDfd14c67f,NAm-cana113,year,1DuyQav8QM9QVIm03Oi6Fn0F2h-4f0eEdYV3rpmEkNWc,oszqoae
LPDfc7e8255,NAm-cana157,year,1qjvPz-pzmSIKLQGcm5IWzWMrsfkqzrO-aky9eCRjdNw,o9a2jga
LPD7112fcbf,NAm-cana169,year,1vD3QSpi_Kdk0DiqS_CU8wuIgX1PDCNV-W-aWjx_97GA,odr7x0u
LPDff2f715e,NAm-cana170,year,1I2UqXVnNn3ZxYqwQh_5bIIkiYi1LZwXXcrghJq-EjgI,o9lwjp6
LPDd09c4141,NAm-cana171,year,1f51aIbO1NB9upKzqMGMf_W59LKvERs-l6B9RZE5j8mM,oaqmeko
LPD876e7403,NAm-cana172,year,15ViR17Op0AdVrUhgHwge9gsuzbfiYUV6fJ-QkAMk9AY,oiup421
LPD40a0964a,NAm-cana173,year,1AxYfZjRcJ4hIX6bJhPsPfPc40-qVqG2O7x94PE5_j5I,om1y7bg
LPD5172eadb,NAm-cana225,year,1uvFS7EL7f1Ss3ppRvX9Qxg65gB7xZ_l9rLqrbKiX75c,ostvz9f
LPDc9ba57d0,NAm-cana228,year,1G1T3YrMazvFtcHCUmQ8lXZ1x7O-Ywpzxud5CSq2ySEY,o9lzngk
LPD87e9f7d7,NAm-cana230,year,16wFOMmOUo1P1MzKkqzjwTTEaWhKGNzM5EiqTrXlGHLM,ok2mxi9
LPD739f78c1,NAm-cana231,year,1vlvERaWDIseVzibD406Lz-dqYqcYbBAlnk4ZInw_M-c,ofyf6b5
LPDd08a7859,NAm-cana234,year,1UwYObWdNbdI4VTttG_gb9EwfpJAoriVnDN2sUGpRX9Q,og35sir
LPDeaf1817a,NAm-cana234,year,1UwYObWdNbdI4VTttG_gb9EwfpJAoriVnDN2sUGpRX9Q,oopdbpd
LPD2c6e5131,NAm-cana237,year,16ANzBJv-6-MdR3V7_Uy0_tXjIAJtR7eEC4IK6jOc9pA,okjobrh
LPDf0103098,NAm-cana238,year,1oXMXyeRLKPc72H3TBQ0tRZWat-gJGTa1CAKQGBvW01A,osll6av
LPD43160985,NAm-cana318,year,1Z90Mx5NFUfJj4Yo8I0xHNXmVaYhJXOkocFbLXRA3ldQ,ofnjkz6
LPDbd4875df,NAm-cana319,year,1QgGVgZylIJolLRlfVQ1R-dbuj7ZPYWdP1e8mYexdeTI,oo07wam
LPD93275473,NAm-cana319,year,1QgGVgZylIJolLRlfVQ1R-dbuj7ZPYWdP1e8mYexdeTI,ognazmt
LPDa0041ed6,NAm-cana321,year,1RhsYe2iM-bFSgKBABGeYv33gj7atz5TbCpKFs51xBZM,oxk3plv
LPD277b6fef,NAm-cana321,year,1RhsYe2iM-bFSgKBABGeYv33gj7atz5TbCpKFs51xBZM,oe64u65
LPD54e328e6,NAm-cana358,year,1aIxFhOSyj_435UN3moq8ETCwZzkisiQl83AXwLdPTBk,oejrsvb
LPD31e96ac5,NAm-cana384,year,1Pjt66cjMFI8FBkx_pkN0ijdBhe2etQYJswkyRIQRP0A,odkcz8b
LPDa3fb279e,NAm-cana421,year,1ly16UVkb9K_5wTzTriu5326dDFefHYNJPiHnPMZ6XkY,ork7la1
LPD89ae265a,NAm-cana430,year,1NB2A2slJxDbubPslA9zjM8IC_TWzRo2rHh5G4_saz8M,o9nzr1h
LPDe8c576ea,NAm-cana436,year,1zDV-FM37AdDAbWH8VFhUYaJpKatqm8GGzQXhJeGh4A8,o3s4v5o
LPDd14c307e,NAm-cana440,year,1HVvQULyiGnATaKBD9YXQNaxzw1SFWUqsXPN4_Yaxw9U,oxs745d
LPD47608d40,NAm-co509,year,1AicGQMupfEOBRuf9p6BiDwzTKC2FTrk8o7YCaXSNmA0,odjlr0q
LPD4a5a0b60,NAm-co517,year,1uewBlpTA-pXCB4NewRZxR7suWXhHxHPq4wSZ2f3eMlU,ooeoz2f
LPD6beffedc,NAm-co552,year,1XoB8X37jvar034RtWZWE5x-AAIa8QH36oUUznRXeR7Y,oh8016c
LPD772ad4d1,NAm-co553,year,1qSccgHZapy0ggcKvAyOza4N5ktebhdFsOy7UtxsLGl4,o3grjcz
LPD64295f8b,NAm-co554,year,1rN50obh8eqFTQFFOV_aWcK-Ko44H0d9znP6FIzM39QQ,oz1q0r1
LPD097cade2,NAm-co574,year,1dj5KxZsSfqrvR8pj22U0hO4E_TVt308z7Y-8ZL9SR84,o6p3lsu
LPD3c165b1c,NAm-co586,year,1YIfwTB3csUO6CHPLgYoTGY5ReOyoPKoPGWYeGy3hlfY,og3wyve
LPDc7419012,NAm-id008,year,18-TLyZ4kYmktgLoF2yFCMcLtRwli6X2HiDaKWNgK30c,od5cmmf
LPD7ad8059c,NAm-id013,year,1uEFWD5-Ns_FAIY8TquvVRxBGJ6VGa3oWCRaJtJu-jUs,ohkye5h
LPD48c9756c,NAm-me010,year,1LK4_E2QvgdV2hKQVNSGH6YOZJRv_3H1KotVEhOPtRgM,ohk63g7
LPD576a7a86,NAm-mt108,year,1nXbawfmWethiqpbW46_-qPvAXH5Nx-LolqUAVsleXx8,ogsq35w
LPD816fcbcb,NAm-mt115,year,1jM3Pepsd8cdoGXuSdGNUBZmYXQxfEA2OwEMOt98LLqE,ovvmn4q
LPDdcf16840,NAm-mt119,year,1SyNcQQxyPTPAvTSV66Guf3fYVgDW_HzG3EfwxUMiqF4,o91tzr9
LPDfb22a616,NAm-nm512,year,1px_mo4S0eJna41YWweq-bBE-05dJ_Qac-Sr4922ye1c,oqsxqex
