7.0,1396.0,9.0,
10.0,1342.0,6.9,
11.0,1324.0,8.2,
17.0,1217.0,8.1,
19.0,1181.0,6.6,
31.0,965.0,6.6,
33.0,907.0,8.2,
37.0,791.0,7.7,
39.0,733.0,8.2,
47.0,500.0,10.7,
49.0,442.0,9.0,
51.0,384.0,10.7,
53.0,326.0,6.0,
57.0,210.0,7.5,
59.0,152.0,7.7,
