1.25,-55.10313435,15.55451354
3.75,-53.30479736,15.53501138
6.25,-51.5003375,13.50156361
8.75,-49.68977636,10.1466986
11.25,-47.8731355,8.515481905
13.75,-46.05043645,8.381729438
16.25,-44.22170068,8.6659357
18.75,-42.38694965,8.703874653
21.25,-40.54620477,8.614137304
23.75,-38.69948741,8.247000611
26.25,-36.84681891,8.638687993
28.75,-34.98822056,7.756632252
31.25,-33.12371363,7.40070653
33.75,-31.25331934,7.874105643
36.25,-29.37705887,6.723995906
38.75,-27.49495338,7.2876031
41.25,-25.60702397,6.222308936
43.75,-23.71329172,6.489405199
46.25,-21.81377766,6.880098506
48.75,-19.9085028,7.629318787
51.25,-17.99748808,9.140676195
53.75,-16.08075445,11.20573284
56.25,-14.15832278,7.682738607
58.75,-12.23021392,6.74452395
61.25,-10.29644868,7.64771719
63.75,-8.357047844,6.535920713
66.25,-6.41203214,6.99013717
68.75,-4.461422269,7.233798882
71.25,-2.505238891,6.403024499
73.75,-0.543502632,6.505403727
75,0.439441393,6.52911275
76.25,1.423765922,9.176451014
78.75,3.396546221,6.37709609
81.25,5.374817756,7.193438724
83.75,7.35856005,5.973278778
85,8.352476344,5.4596072
86.25,9.347752667,6.993970388
88.75,11.34237521,7.04673764
91.25,13.34240731,6.692405724
95,16.35255395,7.061675438
105,24.43837343,5.864628456
115,32.60864363,6.205803684
142.5,55.50190696,5.13241413
152.5,63.97753146,3.966804262
162.5,72.53160454,6.400907652
172.5,81.16289013,4.78242099
182.5,89.87016179,6.881523022
192.5,98.65220264,5.790614136
212.5,116.4357724,6.61606719
222.5,125.4349155,5.927783631
232.5,134.5040562,5.761502354
242.5,143.6420256,6.113663714
252.5,152.8476643,6.005397407
262.5,162.1198226,5.769653932
272.5,171.4573603,6.324746552
282.5,180.8591469,4.858494938
302.5,199.8509922,6.06612831
312.5,209.4388377,6.648897585
322.5,219.0865056,6.534704397
332.5,228.7929133,6.294725769
342.5,238.5569877,6.331478649
352.5,248.3776654,6.803296048
362.5,258.2538925,6.981791483
372.5,268.1846247,8.68206139
382.5,278.1688273,6.937186849
392.5,288.2054752,6.894517256
412.5,308.4320545,7.04063506
422.5,318.6199835,6.908808134
432.5,328.8563534,6.783964221
442.5,339.1401868,6.447956992
452.5,349.4705162,6.337187479
462.5,359.8463836,6.769211367
472.5,370.2668407,7.116804031
482.5,380.7309485,6.548693846
492.5,391.2377779,6.560008386
512.5,412.3759324,7.572881414
522.5,423.005447,4.737897838
532.5,433.6740621,7.084245478
542.5,444.3808965,7.171124319
552.5,455.1250784,7.846889692
562.5,465.9057457,8.028235169
572.5,476.722046,7.467104898
582.5,487.5731362,9.295783649
592.5,498.458183,8.735187435
612.5,520.3268611,9.341782242
622.5,531.3088736,8.183026409
632.5,542.3216051,7.955095014
642.5,553.3642704,10.29695886
652.5,564.4360936,8.211435262
662.5,575.5363084,8.271651244
672.5,586.6641582,8.500828748
682.5,597.8188959,8.468425509
692.5,608.9997841,9.138878497
712.5,631.4371101,9.197611649
722.5,642.6921208,8.342460812
732.5,653.970428,8.303496432
742.5,665.2713422,8.875889188
762.5,687.9382812,7.006435493
772.5,699.3029749,7.589496783
782.5,710.6876133,8.980599728
792.5,722.0915549,7.920591446
812.5,744.954829,6.859415129
822.5,756.4129264,7.295695025
832.5,767.8878563,6.664249539
842.5,779.3790253,6.11371951
862.5,802.4077537,6.419250315
872.5,813.9441737,6.982921973
882.5,825.494554,6.619499371
892.5,837.0583489,5.312493959
912.5,860.2240475,5.341908459
922.5,871.8249078,6.598011183
932.5,883.4370957,5.954385121
942.5,895.0601135,7.088775558
962.5,918.3366955,8.74945046
972.5,929.9893122,7.40619468
982.5,941.6508635,5.512215743
992.5,953.3208997,6.066264959
1012.5,976.6846751,6.82306504
1022.5,988.3775627,6.723449612
1032.5,1000.077232,7.101097615
1042.5,1011.78328,7.511412595
1062.5,1035.212956,6.018996268
1072.5,1046.935828,7.024126502
1082.5,1058.663567,4.723598502
1092.5,1070.395821,5.84704349
1112.5,1093.872502,7.043015413
1122.5,1105.616269,6.384110016
1132.5,1117.36323,6.401560431
1142.5,1129.113079,7.409952364
1162.5,1152.620266,6.928231045
1172.5,1164.377039,7.043088174
1182.5,1176.135571,6.452392396
1192.5,1187.895606,6.656620515
1212.5,1211.419196,5.507645493
1222.5,1223.182284,6.356029445
1232.5,1234.945936,6.182649214
1242.5,1246.709944,5.205147923
1262.5,1270.238233,5.951853931
1272.5,1282.002142,6.622941417
1282.5,1293.765661,6.194624152
1292.5,1305.528629,6.108879501
1312.5,1329.052309,6.108879501
1322.5,1340.812745,5.482271486
1332.5,1352.572076,4.465509622
1362.5,1387.842348,5.96824266
1372.5,1399.596215,5.837877653
1382.5,1411.348502,5.868498322
1392.5,1423.099143,5.9897837
1412.5,1446.595269,6.568519794
1422.5,1458.34067,7.458550169
1432.5,1470.084255,7.663025499
1442.5,1481.826006,8.691076305
1462.5,1505.303981,8.335714607
1472.5,1517.040216,7.098309062
1482.5,1528.77464,7.956952811
1492.5,1540.507282,6.408850488
1522.5,1575.694956,9.575490677
1532.5,1587.420958,10.01060262
1542.5,1599.14547,8.284383776
1562.5,1622.59038,7.648515266
1572.5,1634.310982,9.992933454
1582.5,1646.0305,8.957256527
1592.5,1657.749059,9.886721799
1612.5,1681.18385,8.213940211
1622.5,1692.900381,9.314378562
1632.5,1704.616551,8.22252508
1642.5,1716.332534,8.267617359
1662.5,1739.764676,7.852995038
1672.5,1751.481232,7.435058521
1682.5,1763.198389,7.980275704
1712.5,1798.355731,10.52765374
1722.5,1810.077604,7.750821368
1732.5,1821.801281,8.596780364
1742.5,1833.527032,9.541806627
1762.5,1856.985879,4.697412949
1772.5,1868.719561,5.521961683
1782.5,1880.45649,5.897276713
1822.5,1927.44316,9.410834788
1832.5,1939.201272,11.14808356
1842.5,1950.964677,14.08943464
1862.5,1974.508876,12.85823578
1872.5,1986.290449,10.05895357
1882.5,1998.078872,8.64364055
1892.5,2009.874558,7.218095485
1912.5,2033.489419,9.13175108
1922.5,2045.309469,8.837045563
1952.5,2080.82554,5.620288396
2002.5,2140.234211,2.676123934
2052.5,2199.967565,5.603955325
2102.5,2260.095214,3.786030342
2152.5,2320.692767,5.32345744
2202.5,2381.84182,3.688523061
2252.5,2443.629967,6.184726752
2302.5,2506.150791,1.759125292
2352.5,2569.503868,4.981774492
2402.5,2633.794767,3.019011871
2452.5,2699.13505,10.51603127
2502.5,2765.642271,4.009958828
2552.5,2833.439976,5.972840518
2602.5,2902.657704,3.606867479
2652.5,2973.430986,5.604809703
2702.5,3045.901348,3.398860577
2752.5,3120.216304,5.990663546
2802.5,3196.529364,6.393005361
2852.5,3275.000029,5.53994532
2902.5,3355.793794,5.994017455
2952.5,3439.082144,7.154076468
3002.5,3525.04256,16.06357881
3052.5,3613.858511,6.55510799
3102.5,3705.719463,16.43489805
3152.5,3800.820871,7.901576209
3202.5,3899.364184,5.006390232
3252.5,4001.556845,5.305745365
3302.5,4107.612286,4.290616406
3352.5,4217.749935,5.924696613
3402.5,4332.19521,6.769090577
3452.5,4451.179523,9.441949683
3502.5,4574.940278,29.43558734
3552.5,4703.720871,6.551571678
3602.5,4837.770691,34.34890766
3652.5,4977.345119,4.701562893
3707.5,5137.570042,22.68878015
3752.5,5274.11929,9.615648123
3802.5,5431.859758,9.917476878
3852.5,5596.206286,11.58331215
3902.5,5767.444216,61.33331311
3952.5,5945.864887,51.65151856
4002.5,6131.765626,79.44032339
